,Unnamed: 0,user_name,user_location,user_description,user_verified,date,text,original,hashtags,source,Subjectivity,Polarity,analysis,label,Topic modelling LDA,Topic modeling lDA Tuning
1498,1498,"Er. Alekhya Datta, CEng","Ghaziabad, India","Manager, BC Transformation - S&O, @KPMGIndia | Former Fellow & Area Convenor, @teriin; B-Tech (Electrical Engineering) & Postgraduate Masters' (Geo-Informatics)",False,2022-06-16 12:31:38,pleas take immedi action jor bagh head toward c officialdmrc cisfhqr,"Please take immediate action, now at Jor Bagh and heading towards CS. @OfficialDMRC @CISFHQrs",,Twitter for Android,0.1,0.1,positive,2,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1499,1499,🚩 राजीव 🚩जय हिन्द,"New Delhi, India","Believes in God.Always try to remember those who helped me.RT's are not endorsement,leads to no liability. NO RESPONSIBILITY FOR ASTROLOGY ADVICE.      NO DM🚫❌",False,2022-06-16 12:28:33,officialdmrc stand never face journey metro,@OfficialDMRC or standing. I never faced such journey in Metro.,,Twitter for Android,0.0,0.0,neutral,1,"0.106*""metro"" + 0.048*""gate"" + 0.047*""line"" + 0.040*""secur"" + 0.035*""updat""","0.031*""servic"" + 0.026*""line"" + 0.020*""dmrc"" + 0.019*""delay"" + 0.017*""yellow"""
1500,1500,🚩 राजीव 🚩जय हिन्द,"New Delhi, India","Believes in God.Always try to remember those who helped me.RT's are not endorsement,leads to no liability. NO RESPONSIBILITY FOR ASTROLOGY ADVICE.      NO DM🚫❌",False,2022-06-16 12:27:49,officialdmrc today travel metro toward nahar singh station train badhkal sharp pm concern drive skill driver start train station stop station passang fell either sit,@OfficialDMRC Today I travelled in metro towards Nahar Singh station. The train was at Badhkal at sharp 3.05 PM. My concern is about the driving skills of the driver when he start the train from station or stop at the station passanger's were felling on each other either sitting,,Twitter for Android,0.75,-0.125,negative,0,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
1501,1501,Manoj Kumar,,,False,2022-06-16 12:27:04,officialdmrc travel ballabgarh patel chowk time patel chowk ballabgarh time pm travel date th june th june th june th june pleas help,"@OfficialDMRC Travel From Ballabgarh to Patel chowk time 8 Am 
And from Patel chowk to Ballabgarh 
Time 5:30 PM
Travelled Date : 7th June to 10th June and 13th june to 16th June.

Please help.",,Twitter for Android,0.0,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
1502,1502,🚩 राजीव 🚩जय हिन्द,"New Delhi, India","Believes in God.Always try to remember those who helped me.RT's are not endorsement,leads to no liability. NO RESPONSIBILITY FOR ASTROLOGY ADVICE.      NO DM🚫❌",False,2022-06-16 12:23:25,officialdmrc yesterday amp today travel metro amp feel sad see passang wear mask despit fact u r regular announc amp penalti also danger risk pleas see thank,@OfficialDMRC yesterday &amp; today I have traveled in Metro &amp; feeling sad to see that 60%of passanger's were not wearing mask despite the fact that u r regularly announcing for it &amp; penalty also. It's a dangerous risk for all. Please see to it. Thanks 😊🌴🎄🍀,,Twitter for Android,0.5384615384615384,-0.25,negative,0,"0.106*""metro"" + 0.048*""gate"" + 0.047*""line"" + 0.040*""secur"" + 0.035*""updat""","0.031*""servic"" + 0.026*""line"" + 0.020*""dmrc"" + 0.019*""delay"" + 0.017*""yellow"""
1503,1503,"Er. Alekhya Datta, CEng","Ghaziabad, India","Manager, BC Transformation - S&O, @KPMGIndia | Former Fellow & Area Convenor, @teriin; B-Tech (Electrical Engineering) & Postgraduate Masters' (Geo-Informatics)",False,2022-06-16 12:22:28,officialdmrc without mask eat food seat floor metro coach td toward sbad reach leav hauz khas station httpstcolovqrvjg,"@OfficialDMRC Without mask, eating foods while seating on the floor. Metro coach no. T2D20 towards S.Badli. Now reaching/ leaving Hauz Khas station. https://t.co/lOVqRVJ99G",,Twitter for Android,0.0,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
1504,1504,Nav,,,False,2022-06-16 12:15:20,officialdmrc ac work coach number db metro toward rithalaright pul bangash,@OfficialDMRC ac not working in coach number D1B07 in metro towards rithala.right now at pul bangash,,Twitter for Android,0.0,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
1505,1505,Devendra Tewari,delhi,,False,2022-06-16 12:06:07,officialdmrc pink line magenta line train low frequenc know,@OfficialDMRC  in pink line and magenta line train are very low frequency don't know why,,Twitter for Android,0.3,-0.05,negative,0,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
1506,1506,Deepak Kumar,"Bahadurgarh, Haryana",,False,2022-06-16 11:48:26,officialdmrc u make lame excus u r least bother take action culprit mani time complain u coach u r interest pay attent height ignor,@OfficialDMRC Why are u making lame excuses while u r least bothered to take action against culprits. Many of time i have complained u about same with coach no but u r not interested to pay attention. This is height of ignorance.,,Twitter for Android,0.4166666666666667,-0.23333333333333336,negative,0,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
1507,1507,A_Karan,,,False,2022-06-16 11:34:51,officialdmrc officialdmrc read tweet,@OfficialDMRC @OfficialDMRC  Have you read this tweet,,Twitter Web App,0.0,0.0,neutral,1,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
1508,1508,Kiran Martis  ‏‎‎کیرن مارٹیس,"Mumbai, India",Helping build a better world/ humans and mother nature coexisting/ issues of environment n injustices resolved/ the corrupt definitely not inheriting the earth!,False,2022-06-16 11:31:44,rt skrn platform jama masjid station mani ceil panel part got detach fall anytim iron steel p,RT @S_KRn7: On Platform no.2 in Jama Masjid station Many ceiling panel parts have got detached and about to fall off anytime. Iron/ steel p…,,Twitter for Android,0.0,0.0,neutral,1,"0.107*""gate"" + 0.075*""station"" + 0.070*""metro"" + 0.051*""close"" + 0.046*""secur""","0.023*""line"" + 0.019*""vihar"" + 0.019*""kindli"" + 0.018*""guy"" + 0.017*""long"""
1509,1509,Delhi Traffic Police,"India, Delhi","24x7 Control Room : +91-11-25844444,1095",True,2022-06-16 11:27:20,badhwanbharat officialdmrc thank complaint forward ticivil line circl mobil take necessari action earliest,"@badhwan_bharat @OfficialDMRC Thanks, Your complaint has been forwarded to TI/Civil Line circle (Mobile No 9868364688) for taking necessary action at the earliest.",,Twitter Web App,0.15000000000000002,-0.09999999999999999,negative,0,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1510,1510,Manoj Kumar,,,False,2022-06-16 11:26:05,officialdmrc snatch gold chain delhi metro process file complaint,@OfficialDMRC  some have snatched my gold chain in Delhi metro .What is the process to file complaint ?,,Twitter for Android,0.2,-0.3,negative,0,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1511,1511,AMITROCHLANI,भारत,I proud to be an Indian,False,2022-06-16 11:04:09,officialdmrc pls send pictur solut sir thank,"@OfficialDMRC Pls send the picture after solution sir .
Thanks 🙏",,Twitter for Android,0.0,0.0,neutral,1,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1512,1512,Nirmal Sawhney,,Be Yourself...,False,2022-06-16 11:00:20,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1513,1513,Startup Reporter IN,,LEADING MEDIA TECH PLATFORM FOR PUBLISHING NEWS FROM BUSINESS WORLD,False,2022-06-16 10:58:48,officialdmrc pathet servic ill manner staff karkardooma metro station etiquett handl custom delhimetro nitingadkari pmoindia ani ptinew,"@OfficialDMRC pathetic service and ill  mannered staff at karkardooma Metro Station. No etiquette to handle customers. 

#delhimetro @nitin_gadkari @PMOIndia @ANI @PTI_News",,Twitter for Android,1.0,-0.5,negative,0,"0.059*""http"" + 0.054*""delhimetro"" + 0.044*""dmrc"" + 0.030*""line"" + 0.026*""tell""","0.036*""http"" + 0.033*""dmrc"" + 0.017*""station"" + 0.017*""updat"" + 0.016*""metro"""
1514,1514,Komal,India,,False,2022-06-16 10:39:03,officialdmrc revert asap,@OfficialDMRC revert asap,,Twitter for iPhone,0.0,0.0,neutral,1,"0.107*""gate"" + 0.075*""station"" + 0.070*""metro"" + 0.051*""close"" + 0.046*""secur""","0.023*""line"" + 0.019*""vihar"" + 0.019*""kindli"" + 0.018*""guy"" + 0.017*""long"""
1515,1515,Komal,India,,False,2022-06-16 10:38:13,officialdmrc updat mask nd complet wish wear hell challan,@OfficialDMRC when there was a update that no mask will be there nd that’s completely your wish to wear or not why the hell is challan is there ???,,Twitter for iPhone,0.0,0.0,neutral,1,"0.106*""metro"" + 0.048*""gate"" + 0.047*""line"" + 0.040*""secur"" + 0.035*""updat""","0.031*""servic"" + 0.026*""line"" + 0.020*""dmrc"" + 0.019*""delay"" + 0.017*""yellow"""
1516,1516,OM,"Burari, New Delhi",Govt,False,2022-06-16 10:37:10,officialdmrc urgent need feeder bus rout ml visvidayalya metro burari peak hr bus rout load also frequenc around mint mint,"@OfficialDMRC urgent need of more feeder buses at route no. ML06 from Visvidayalya Metro to Burari during peak hrs. Only few Buses are on this route, those are over loaded also. Now the frequency is of around 30 mint, it should be only 5-10 mint.",,Twitter for Android,0.0,0.0,neutral,1,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
1517,1517,Avinash Agrawal,,,False,2022-06-16 10:35:10,rt officialdmrc avinashstart hi pleas provid smart card number check,RT @OfficialDMRC: @avinashstart Hi. Please provide smart card number for checking further.,,Twitter for Android,0.6428571428571429,0.21428571428571427,positive,2,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1518,1518,Roshan kumar,"Saharsa, Bihar","भोले तने तो सारी दुनिया🌍 पार तारी हे, कदे मेरे सर पे बी हाथ धर क कह दें। चाल बेटे आज तेरी बारी हे✍️॥ ""जय महाकाल"" ॐ नमः शिवाय।🕉️",False,2022-06-16 10:29:03,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1519,1519,Sanket kumar,"New Delhi, India","Jobless 
🙃",False,2022-06-16 10:27:29,officialdmrc amazonhelp kind look remedi possibl need,@OfficialDMRC @AmazonHelp you all too kindly look into this ..if any remedy is possible then do the needful,,Twitter for Android,0.9,0.6,positive,2,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1520,1520,Praveen kumar,"New Delhi, India","Arise,awake and stop not till the goal is not reached....",False,2022-06-16 10:05:52,officialdmrc peopl metro keep play music without earplug ask stop start fight kind take action fellow,"@OfficialDMRC
People in the metro keep on playing
Music without earplugs while asked to stop, start fighting
Kindly take action against those fellows",,Twitter for Android,0.5,0.35,positive,2,"0.081*""metro"" + 0.047*""station"" + 0.034*""time"" + 0.031*""train"" + 0.025*""coach""","0.034*""http"" + 0.034*""delhimetro"" + 0.026*""leav"" + 0.026*""zhvetjj"" + 0.025*""friend"""
1521,1521,Sanjeev K,"New Delhi, Delhi",,False,2022-06-16 10:00:12,officialdmrc coach dar mani peopl without mask,"@OfficialDMRC  Coach No- D3A08R. 
Many people are without mask.",,Twitter for Android,0.0,0.0,neutral,1,"0.057*""metro"" + 0.050*""line"" + 0.041*""delhi"" + 0.024*""peopl"" + 0.023*""hour""","0.021*""http"" + 0.021*""delhi"" + 0.019*""metro"" + 0.017*""inconveni"" + 0.016*""caus"""
1522,1522,Ankush Yadav,,,False,2022-06-16 10:00:03,officialdmrc blue line,@OfficialDMRC Blue line😂😂,,Twitter for Android,0.1,0.0,neutral,1,"0.057*""metro"" + 0.050*""line"" + 0.041*""delhi"" + 0.024*""peopl"" + 0.023*""hour""","0.021*""http"" + 0.021*""delhi"" + 0.019*""metro"" + 0.017*""inconveni"" + 0.016*""caus"""
1523,1523,Palakkad Railway Division,Palakkad,"Call 139 for all kinds of railway related inquiries.


Twitter handles:@propgt14,  @RailwaySeva. Post your  mobile no. for immediate assistance.",False,2022-06-16 09:53:46,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter Web App,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1524,1524,Vikram sethi,"Noida, India","#Vandaematram 
 Actvist Noida
GAUTAM BUDH NAGAR  JAI HIND",False,2022-06-16 09:47:13,rt prchandna namitaangelit noidaauthor drkabirsardana vikranttongad cpsavesoil pmoindia myogiadityanath ceonoida nisharaig,RT @prchandna: @Namitaangelite @noida_authority @drKabirSardana @vikranttongad @cpsavesoil @PMOIndia @myogiadityanath @CeoNoida @nisharai_g…,,Twitter for Android,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
1525,1525,Mukesh Raghav,"New Delhi, India",,False,2022-06-16 09:44:32,rt officialdmrc prchandna hi proper planter built around tree case issu may write u helplin,"RT @OfficialDMRC: @prchandna Hi. A proper planter is built around the tree. Further, in case of any issue, you may write to us at helpline@…",,Twitter for Android,0.1,0.0,neutral,1,"0.057*""metro"" + 0.050*""line"" + 0.041*""delhi"" + 0.024*""peopl"" + 0.023*""hour""","0.021*""http"" + 0.021*""delhi"" + 0.019*""metro"" + 0.017*""inconveni"" + 0.016*""caus"""
1526,1526,abhishek sharma,"नई दिल्ली, भारत",,False,2022-06-16 09:43:26,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1527,1527,Vasu Jain,Delhi,"AIR 67 CSE 2020

|| योग: कर्मसु कौशलम्‌ ||",False,2022-06-16 09:37:44,think delhi metro cost fare go upto r vari r r per ride officialdmrc,"Do you think Delhi Metro is costly?

Its fare goes upto Rs. 60 and vary between Rs. 10 to Rs. 60 per ride.
@OfficialDMRC",,Twitter for Android,0.0,0.0,neutral,1,"0.064*""metro"" + 0.048*""delhi"" + 0.044*""station"" + 0.024*""polio"" + 0.023*""puls""","0.036*""metro"" + 0.034*""station"" + 0.031*""gate"" + 0.028*""close"" + 0.026*""card"""
1528,1528,Shakeel Ahmad,,I love my India,False,2022-06-16 09:33:47,nidhimudgil officialdmrc thank httpstcoklywknrjcg,@nidhimudgill @OfficialDMRC So thanks of you https://t.co/kLywknRjCg,,Twitter for Android,0.0,0.0,neutral,1,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1529,1529,Pradeep Rana,,Happy,False,2022-06-16 09:05:05,officialdmrc thank,@OfficialDMRC Thank you,,Twitter for Android,0.0,0.0,neutral,1,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1530,1530,Serendipity,Earthling,Hoarder of bad choices and good books.,False,2022-06-16 08:53:24,officialdmrc put fine mask mandat one wear mask accord conveni aloof station singl passeng realli want proper visit kashmiri gate one mask stop,"@OfficialDMRC is putting fines on mask mandate, but no one is wearing a mask. They are doing it according to their convenience, in aloof stations, singling out passengers. if you really want to do it properly, visit kashmiri gate: NO ONE WITH A MASK. Or stop",,Twitter Web App,0.3,0.20833333333333334,positive,2,"0.106*""metro"" + 0.048*""gate"" + 0.047*""line"" + 0.040*""secur"" + 0.035*""updat""","0.031*""servic"" + 0.026*""line"" + 0.020*""dmrc"" + 0.019*""delay"" + 0.017*""yellow"""
1531,1531,ABHISHEK SHUKLA,India,"Nation first 🇮🇳🇮🇳

स्वस्तिप्रजाभ्यः परिपालयन्तां न्यायेन मार्गेण महीं महीशाः।
गोब्राह्मणेभ्यः शुभमस्तु नित्यं लोकाः समस्ताः सुखिनो भवन्तु॥

Future Geologist",False,2022-06-16 08:43:57,rt babubhai saranshsagar officialdmrc cmodelhi delhipolic officialdmrc kind take strict action responsibilit,RT @Babubhai1999: @saranshsagar999 @OfficialDMRC @CMODelhi @DelhiPolice @OfficialDMRC kindly take strict action. This is your responsibilit…,,Twitter for Android,0.5,0.35,positive,2,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1532,1532,ABHISHEK SHUKLA,India,"Nation first 🇮🇳🇮🇳

स्वस्तिप्रजाभ्यः परिपालयन्तां न्यायेन मार्गेण महीं महीशाः।
गोब्राह्मणेभ्यः शुभमस्तु नित्यं लोकाः समस्ताः सुखिनो भवन्तु॥

Future Geologist",False,2022-06-16 08:43:47,saranshsagar officialdmrc cmodelhi delhipolic officialdmrc kind take strict action respons duti provid safeti passeng delhipolic,@saranshsagar999 @OfficialDMRC @CMODelhi @DelhiPolice @OfficialDMRC kindly take strict action. This is your responsibility and duty to provide safety to your passengers. @DelhiPolice,,Twitter for Android,0.5,0.35,positive,2,"0.046*""metro"" + 0.044*""http"" + 0.024*""dcp_delhimetro"" + 0.023*""dmrc"" + 0.023*""park""","0.025*""blue"" + 0.024*""thank"" + 0.024*""line"" + 0.021*""delhimetro"" + 0.020*""india"""
1533,1533,Megha,,Be anything But predictable 🖤,False,2022-06-16 08:29:49,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1534,1534,Wahab Kesmi 🇮🇳 الوهاب کیسمی,"New Delhi, India 🇮🇳","*لآ اِلَهَ اِلّا اللّهُ مُحَمَّدٌ رَسُوُل اللّهِ*

La ilaha illa-llah, Muhammadu-rasulu-llah.

There is no god but Allah, Muhammad is the Messenger of Allah.",False,2022-06-16 08:20:54,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1535,1535,PolitikoTan,"Delhi, India","Law Student • Keep an eye on my Retweets for your awareness • RTs, not endorsements •
Tweets👇",False,2022-06-16 08:15:38,oh fuck sake wrong yellow line officialdmrc,"Oh for fucks sake. 
What is wrong with yellow line 😭😭😭😭😭😭😭 @OfficialDMRC",,Twitter for Android,0.5,-0.3,negative,0,"0.057*""metro"" + 0.050*""line"" + 0.041*""delhi"" + 0.024*""peopl"" + 0.023*""hour""","0.021*""http"" + 0.021*""delhi"" + 0.019*""metro"" + 0.017*""inconveni"" + 0.016*""caus"""
1536,1536,Shivam Baghel,,,False,2022-06-16 08:10:26,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1537,1537,Nidhi Mudgill,"New Delhi, India","👮‍♀️ Field Investigator🔎 @MoHFW_INDIA
📡 Producer @Mhonenews #Media_Advisor

✈️Traveller| 📰Journalist |🧘‍♀️Motivational Speaker",False,2022-06-16 08:09:26,walk half hour metro station forc reenter mask remain long line reenter move ahead mask protest correct officialdmrc,"After walking for half an hour to the metro station, I was forced to re-enter with a mask and remained in a long line again.(मतलब गर्मी में सांस घुटकर मर जाओ लेकिन मास्क जरूरी है) i didn't Re-enter and Moved ahead with mask, by protesting. Did I do it correctly?
@OfficialDMRC",,Twitter for Android,0.2833333333333333,-0.10833333333333334,negative,0,"0.057*""metro"" + 0.050*""line"" + 0.041*""delhi"" + 0.024*""peopl"" + 0.023*""hour""","0.021*""http"" + 0.021*""delhi"" + 0.019*""metro"" + 0.017*""inconveni"" + 0.016*""caus"""
1538,1538,Amruthraj Radhakrishnan,Kerala,Public Health Entomologist engaged in Vectors and Vector-Borne Diseases Control & Prevention at Points of Entries in India.,False,2022-06-16 08:08:28,officialdmrc one friend one run blue line,@OfficialDMRC That one friend is the one who is running in Blue Line,,Twitter for Android,0.1,0.0,neutral,1,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
1539,1539,Riyanshu Jain,"New Delhi, India","I came to this place having a price to play...🤘🤘🤘
Geo lover😍
Proud DU student!!!",False,2022-06-16 08:08:21,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1540,1540,GetYourRefunds,"Chennai, India",We provide you with the legal resources to fight against poor customer services and fraudulent market practices in e-commerce.,False,2022-06-16 08:03:22,ashwanidahiya officialdmrc hi ashwani built legal platform help peopl get refund help lawyer team provid servic free go httpstcoabcwxyio regist complaint team reach soon,"@Ashwanidahiya01 @OfficialDMRC Hi Ashwani,
We have built a legal platform where we help people in getting their refunds with the help of our lawyer team. We are providing services free as of now. So you can just go to https://t.co/a17bcwxYIO and register your complaint. Our team will reach out to you soon.",,Twitter Web App,0.39999999999999997,0.10000000000000003,positive,2,"0.071*""metro"" + 0.057*""station"" + 0.053*""http"" + 0.025*""action"" + 0.021*""take""","0.019*""aarnavg"" + 0.019*""line"" + 0.016*""metro"" + 0.016*""video"" + 0.016*""mask"""
1541,1541,Nidhi 🔆,,,False,2022-06-16 07:52:22,officialdmrc thank kind proactiv look issu appropri mask passeng,"@OfficialDMRC Thank you.
Kindly Proactively look into the issue of Appropriate masking by all passengers.",,Twitter Web App,0.9,0.6,positive,2,"0.043*""http"" + 0.033*""delhimetro"" + 0.032*""metro"" + 0.031*""line"" + 0.021*""train""","0.025*""miss"" + 0.023*""work"" + 0.023*""metro"" + 0.020*""station"" + 0.019*""gate"""
1542,1542,Chand Mohd,,Graphic designer,False,2022-06-16 07:40:23,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1543,1543,gourav nagpal,,,False,2022-06-16 07:35:30,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
1544,1544,Shubham Sharma 🇮🇳,"New Delhi, Mathura, Varanasi.","Entrepreneur |Former National Coordinator : AIUWC Dept, AICC | AIPC Fellow |
#Crypto, #Trading l 
Views & Opinions Are Personal",False,2022-06-16 07:33:08,rt officialdmrc one friend alway get left behind delhimetro httpstcoezhvetjj,"RT @OfficialDMRC: That one friend who always gets left behind! 😅

#DelhiMetro https://t.co/E4zHvETJj8",['DelhiMetro'],Twitter for Android,0.35,-0.2,negative,0,"0.077*""http"" + 0.048*""card"" + 0.047*""delhimetro"" + 0.043*""bird"" + 0.037*""metro""","0.059*""gate"" + 0.053*""secur"" + 0.031*""reason"" + 0.030*""metro"" + 0.029*""updat"""
